670502_20221211_20231209_221125_B_0,1.zip
325010_20230101_20231231_221214_B_0,4374.zip
727109_20221211_20231209_221202_B_0,4375.zip
790380_20230101_20231209_221223_B_0,4376.zip
873532_20221211_20230304_221130_B_1,4377.zip
932273_20221211_20231209_221125_B_0,4378.zip
515237_20221211_20231209_221202_B_0,4379.zip
340333_20221211_20231209_221207_B_0,438.zip
582495_20221211_20231209_221202_B_0,4380.zip
325014_20220101_20221231_211210_B_0,4381.zip
100149_20220901_20230903_220902_B_1,4382.zip
450449_20221211_20231209_221130_B_0,4383.zip
835808_20221211_20221231_221130_B_0,4384.zip
570915_20211212_20221231_211129_B_0,4385.zip
862786_20221211_20231209_221116_B_0,4386.zip
390221_20221211_20231209_221207_B_0,4387.zip
425005_20200328_20231231_200807_B_0,4388.zip
525317_20221211_20231209_221130_B_2,4389.zip
920929_20221211_20231209_221128_B_0,439.zip
727665_20221211_20231209_221202_B_0,4390.zip
000151_20220721_20250622_220715_B_0,4391.zip
729820_20221211_20231209_221128_B_0,4392.zip
802356_20221211_20231209_221125_B_0,4393.zip
891343_20221211_20231209_221123_B_0,4394.zip
535116_20211201_20230131_211129_B_0,4395.zip
805004_20221211_20231209_221202_B_0,4396.zip
270598_20221211_20221231_221205_B_1,4397.zip
000492_20200511_20250401_200807_B_0,4398.zip
615318_20221211_20231231_221202_B_0,4399.zip
661201_20221211_20231209_221116_B_0,44.zip
562717_20221211_20231209_221202_B_0,440.zip
370622_20221211_20231209_221205_B_0,4400.zip
450572_20221211_20231209_221130_B_0,4401.zip
863980_20221211_20230131_221128_B_1,4402.zip
100116_20230103_20230903_221223_B_0,4403.zip
662267_20221211_20231209_221123_B_0,4404.zip
000268_20210918_20250910_210915_B_0,4405.zip
738070_20221211_20231209_221212_B_0,4406.zip
100903_20221224_20230102_221221_B_0,4407.zip
490752_20221211_20231209_221130_B_0,4408.zip
283652_20221211_20231209_221125_B_0,4409.zip
582506_20221211_20231209_221207_B_0,441.zip
360822_20221211_20231209_221207_B_0,4410.zip
595015_20221227_20221230_221228_B_1,4411.zip
826055_20220701_20230630_220617_B_0,4412.zip
000341_20220428_20270427_220413_B_0,4413.zip
876416_20221211_20231231_221118_B_0,4414.zip
100374_20221105_20231209_221104_B_0,4415.zip
904281_20221211_20231209_221128_B_0,4416.zip
728710_20221211_20231209_221130_B_0,4417.zip
395030_20221211_20231209_221209_B_0,4418.zip
426001_20200101_20250821_200807_B_0,4419.zip
585112_20221201_20221231_221118_B_0,442.zip
822993_20221211_20231209_221125_B_0,4420.zip
915050_20221211_20230304_221123_B_2,4421.zip
910144_20221211_20231209_221128_B_0,4422.zip
635007_20221211_20231209_221209_B_0,4423.zip
545057_20220901_20230630_220824_B_2,4424.zip
700950_20221211_20231209_221125_B_0,4425.zip
411320_20230101_20231231_221214_B_0,4426.zip
169220_20221211_20231209_221128_B_1,4427.zip
421331_20230101_20231231_221214_B_0,4428.zip
281655_20221211_20231209_221123_B_0,4429.zip
440447_20221211_20231209_221130_B_0,443.zip
920531_20221211_20231209_221128_B_0,4430.zip
411331_20230101_20231231_221214_B_0,4431.zip
421308_20221211_20231231_221116_B_0,4432.zip
370704_20210701_20230701_210611_B_0,4433.zip
102399_20221224_20230102_221221_B_1,4434.zip
655014_20220707_20251231_220701_B_0,4435.zip
728159_20221211_20231209_221202_B_0,4436.zip
440092_20221211_20231208_221205_B_0,4437.zip
440201_20190101_20251231_200807_B_2,4438.zip
411140_20220101_20221231_211217_B_0,4439.zip
430979_20221211_20231209_221130_B_0,444.zip
000512_20220110_20230119_220112_B_0,4440.zip
100951_20221211_20231209_221209_B_0,4441.zip
425006_20210901_20261231_210910_B_0,4442.zip
729611_20221211_20231209_221123_B_0,4443.zip
100379_20220901_20231209_220902_B_1,4444.zip
760600_20221211_20231209_221205_B_0,4445.zip
350120_20221211_20231209_221123_B_0,4446.zip
726108_20221211_20230610_221128_B_1,4447.zip
100146_20221224_20230102_221223_B_0,4448.zip
883634_20221211_20231209_221128_B_0,4449.zip
728651_20221211_20231209_221202_B_0,445.zip
230707_20221211_20231209_221125_B_0,4450.zip
642320_20221211_20231209_221128_B_0,4451.zip
802321_20221211_20231209_221125_B_0,4452.zip
221617_20221211_20230630_221207_B_1,4453.zip
765031_20230101_20231231_221219_B_0,4454.zip
000128_20200626_20230519_200807_B_0_x1,4455.zip
000413_20220411_20261107_220408_B_0,4456.zip
790055_20221211_20221231_221202_B_2,4457.zip
421101_20211212_20221231_211206_B_0,4458.zip
729071_20221211_20231209_221209_B_0,4459.zip
595027_20211212_20221231_211119_B_0,446.zip
690200_20221211_20231209_221205_B_0,4460.zip
100189_20220901_20230903_220902_B_1,4461.zip
320166_20221211_20231209_221130_B_0,4462.zip
000377_20221010_20270920_221014_B_0,4463.zip
920511_20221211_20231209_221125_B_0,4464.zip
272705_20221211_20221231_221205_B_1,4465.zip
270673_20221211_20231209_221125_B_0,4466.zip
845003_20230101_20231231_221219_B_0,4467.zip
725556_20221211_20231209_221202_B_0,4468.zip
000268_20210604_20250910_210604_B_0,4469.zip
576023_20221211_20231209_221123_B_0,447.zip
595013_20221028_20221231_221014_B_1,4470.zip
000398_20180427_20230427_200807_B_2,4471.zip
500459_20221211_20231209_221128_B_0,4472.zip
738090_20221211_20231209_221212_B_0,4473.zip
000412_20180726_20230725_200807_B_0,4474.zip
200754_20221211_20231209_221202_B_0,4475.zip
856804_20230101_20231209_221221_B_0,4476.zip
481520_20220101_20221231_211217_B_0,4477.zip
727644_20221211_20231209_221125_B_0,4478.zip
390246_20221211_20231209_221207_B_0,4479.zip
370636_20221211_20231209_221205_B_0,448.zip
515212_20221211_20231209_221202_B_0,4480.zip
871732_20221211_20231209_221125_B_0,4481.zip
595013_20211212_20221231_211119_B_0,4482.zip
265133_20220701_20230630_220615_B_2,4483.zip
871741_20221211_20231209_221125_B_0,4484.zip
670959_20221211_20231209_221125_B_0,4485.zip
760500_20221211_20231209_221202_B_0,4486.zip
655008_20220124_20251231_220121_B_0,4487.zip
680830_20221211_20231209_221123_B_0,4488.zip
241770_20221211_20231209_221130_B_0,4489.zip
330530_20221211_20231209_221205_B_0,449.zip
281655_20220901_20231209_220819_B_0,4490.zip
874563_20221211_20231209_221128_B_0,4491.zip
727570_20221211_20231209_221128_B_0,4492.zip
340353_20221211_20231209_221207_B_0,4493.zip
864343_20221211_20231209_221128_B_0,4494.zip
445033_20220103_20231231_211215_B_0,4495.zip
340331_20221211_20231209_221207_B_0,4496.zip
823460_20221211_20231209_221123_B_0,4497.zip
000384_20210502_20230610_210428_B_0,4498.zip
871738_20221211_20231209_221125_B_0,4499.zip
874543_20221211_20231209_221128_B_0,45.zip
100138_20220901_20230903_220902_B_0,450.zip
905218_20221211_20231209_221125_B_0,4500.zip
670310_20221211_20231209_221125_B_0,4501.zip
340959_20221211_20231209_221123_B_0,4502.zip
902923_20221211_20231209_221128_B_0,4503.zip
720250_20210101_20221231_210104_B_0,4504.zip
000128_20200626_20230519_200807_B_0,4505.zip
738038_20221211_20231209_221212_B_0,4506.zip
100143_20230103_20230903_221223_B_0,4507.zip
535108_20220921_20230131_220921_B_0,4508.zip
100186_20220901_20230903_220902_B_1,4509.zip
790055_20230101_20271231_221219_B_2,451.zip
738077_20221211_20231209_221212_B_0,4510.zip
738031_20221211_20231209_221212_B_0,4511.zip
726543_20221211_20231209_221202_B_0,4512.zip
240782_20221211_20231209_221125_B_0,4513.zip
445041_20230103_20231231_221216_B_0,4514.zip
440203_20190101_20251231_200807_B_2,4515.zip
000335_20200615_20250608_200807_B_0,4516.zip
300504_20221211_20231209_221125_B_0,4517.zip
100340_20230103_20231209_221223_B_0,4518.zip
380756_20221211_20231209_221205_B_0,4519.zip
620712_20221211_20231209_221125_B_0,452.zip
943110_20221211_20231209_221123_B_0,4520.zip
790436_20221211_20231209_221205_B_0,4521.zip
000280_20221031_20240712_221026_B_0,4522.zip
202568_20221211_20231209_221209_B_0,4523.zip
100155_20220901_20230903_220902_B_0,4524.zip
874558_20221211_20231209_221128_B_0,4525.zip
535132_20211217_20230131_211217_B_0,4526.zip
680825_20221211_20231209_221123_B_0,4527.zip
738068_20221211_20231209_221212_B_0,4528.zip
000008_20210625_20270531_210618_B_0,4529.zip
902692_20221211_20231209_221128_B_0,453.zip
662334_20221211_20231209_221123_B_0,4530.zip
000133_20220721_20261226_220715_B_0,4531.zip
841214_20221211_20231209_221202_B_0,4532.zip
470243_20221211_20231209_221130_B_0,4533.zip
883372_20221211_20230131_221128_B_1,4534.zip
883698_20221211_20231209_221128_B_0,4535.zip
728511_20221211_20231209_221202_B_0,4536.zip
470224_20221211_20231209_221130_B_0,4537.zip
925112_20221211_20231209_221207_B_0,4538.zip
395060_20221211_20231209_221209_B_0,4539.zip
728630_20221211_20231209_221130_B_0,454.zip
905229_20221211_20231209_221125_B_0,4540.zip
642408_20221211_20231209_221128_B_0,4541.zip
330801_20210115_20230114_210115_B_0,4542.zip
790801_20220610_20240609_220610_B_0,4543.zip
727640_20221211_20231209_221130_B_0,4544.zip
802181_20221211_20231209_221125_B_0,4545.zip
100388_20221211_20231209_221207_B_0,4546.zip
320151_20221211_20231209_221130_B_0,4547.zip
854921_20221211_20231209_221128_B_0,4548.zip
481630_20210101_20221231_210104_B_0,4549.zip
780431_20221211_20231209_221123_B_0,455.zip
655028_20220415_20251231_220415_B_0,4550.zip
220592_20221211_20231209_221202_B_0,4551.zip
595016_20211226_20221230_211208_B_0,4552.zip
235001_20220201_20230131_220126_B_0,4553.zip
700923_20221211_20231209_221125_B_0,4554.zip
501439_20221211_20231209_221209_B_0,4555.zip
655009_20211212_20251231_211210_B_0,4556.zip
100243_20221224_20230102_221221_B_0,4557.zip
325019_20220101_20221231_211210_B_0,4558.zip
320131_20221211_20231209_221130_B_0,4559.zip
915077_20221211_20230304_221123_B_2,456.zip
895027_20231029_20231209_221130_B_0,4560.zip
000540_20210611_20241105_210611_B_0,4561.zip
729108_20221211_20230610_221128_B_1,4562.zip
910136_20221211_20231209_221128_B_0,4563.zip
340341_20221211_20231209_221207_B_0,4564.zip
490760_20221211_20231209_221130_B_0,4565.zip
365004_20221211_20231209_221121_B_0,4566.zip
460362_20221211_20230531_221205_B_1,4567.zip
691990_20221211_20231209_221123_B_0,4568.zip
105330_20221224_20230102_221226_B_1,4569.zip
440462_20221211_20231209_221130_B_0,457.zip
445020_20220103_20231231_211215_B_0,4570.zip
582489_20221211_20231209_221202_B_0,4571.zip
535102_20220921_20230131_220921_B_0,4572.zip
000478_20211212_20250517_211206_B_0,4573.zip
330801_20220828_20230114_220826_B_0,4574.zip
791211_20221211_20231209_221205_B_0,4575.zip
445102_20221211_20231209_221207_B_0,4576.zip
144530_20221211_20231209_221209_B_0,4577.zip
883690_20221211_20231209_221128_B_0,4578.zip
875721_20221211_20231209_221116_B_0,4579.zip
430968_20221211_20231209_221130_B_0,458.zip
100111_20230103_20230903_221223_B_0,4580.zip
950117_20221211_20231209_221125_B_0,4581.zip
887611_20221211_20231209_221130_B_0,4582.zip
270543_20221211_20231209_221125_B_0,4583.zip
902255_20221211_20231209_221128_B_0,4584.zip
655028_20220901_20251231_220826_B_0,4585.zip
445032_20220901_20231231_220817_B_0,4586.zip
100196_20230103_20230903_221223_B_0,4587.zip
695901_20221217_20230312_221219_B_0,4588.zip
000069_20210809_20260623_210804_B_0,4589.zip
100147_20230103_20230903_221223_B_0,459.zip
421328_20230101_20231231_221214_B_2,4590.zip
700921_20221219_20231209_221216_B_0,4591.zip
575016_20221211_20231209_221123_B_0,4592.zip
446001_20220620_20231231_220617_B_0,4593.zip
615022_20211212_20221231_211103_B_0,4594.zip
915023_20221211_20230304_221123_B_2,4595.zip
001583_20181209_20230912_200807_B_0,4596.zip
416006_20221211_20221231_221125_B_0,4597.zip
100240_20221224_20230102_221221_B_1,4598.zip
000037_20191105_20241104_200807_B_0,4599.zip
421197_20220101_20221231_211215_B_0,46.zip
700914_20221211_20231209_221125_B_0,460.zip
100267_20220901_20230903_220902_B_1,4600.zip
261714_20221211_20231209_221125_B_0,4601.zip
600340_20221211_20231209_221123_B_0,4602.zip
790330_20221211_20231209_221205_B_0,4603.zip
920502_20221211_20231209_221123_B_0,4604.zip
535112_20221219_20230131_221219_B_0,4605.zip
700968_20221211_20231209_221125_B_0,4606.zip
100338_20221222_20231209_221223_B_1,4607.zip
695482_20221211_20231209_221202_B_0,4608.zip
100245_20230103_20230903_221223_B_0,4609.zip
100119_20221031_20230903_221026_B_0,461.zip
824990_20221211_20231209_221125_B_0,4610.zip
000333_20210201_20251003_210129_B_0,4611.zip
501440_20221211_20231209_221125_B_0,4612.zip
728611_20221211_20231209_221125_B_0,4613.zip
340380_20221211_20231209_221207_B_0,4614.zip
100193_20220901_20230903_220902_B_1,4615.zip
100164_20220917_20230903_220919_B_0,4616.zip
728522_20221211_20231209_221202_B_0,4617.zip
445023_20211201_20231231_211122_B_0,4618.zip
235006_20220228_20230131_220223_B_0,4619.zip
100245_20221001_20230903_220928_B_1,462.zip
662411_20221211_20231209_221123_B_0,4620.zip
305110_20221211_20231209_221118_B_0,4621.zip
100374_20220901_20231209_220902_B_0,4622.zip
771941_20221211_20231209_221125_B_0,4623.zip
863354_20221211_20230131_221128_B_1,4624.zip
100102_20220901_20230903_220902_B_0,4625.zip
000554_20200704_20250703_200807_B_0,4626.zip
417214_20220101_20221231_211203_B_0,4627.zip
765012_20230101_20231231_221219_B_0,4628.zip
330540_20221211_20231209_221205_B_0,4629.zip
670942_20221211_20231209_221125_B_0,463.zip
866711_20221211_20231209_221116_B_0,4630.zip
771902_20221211_20231209_221125_B_0,4631.zip
000490_20200928_20250401_201012_B_0,4632.zip
250466_20221201_20231209_221130_B_0,4633.zip
490754_20221211_20231209_221130_B_0,4634.zip
100117_20221224_20230102_221221_B_0,4635.zip
000223_20221201_20251031_221104_B_0,4636.zip
915062_20221211_20230304_221123_B_2,4637.zip
780934_20221211_20231209_221202_B_0,4638.zip
200554_20221211_20231209_221202_B_0,4639.zip
903241_20221211_20231209_221128_B_0,464.zip
000037_20200429_20241104_200807_B_0,4640.zip
301642_20221211_20231209_221125_B_0,4641.zip
485007_20190101_20281231_200807_B_2,4642.zip
562704_20221211_20231209_221202_B_0,4643.zip
863383_20221211_20231209_221125_B_0,4644.zip
883370_20221211_20231209_221128_B_0,4645.zip
425004_20220101_20261231_211220_B_0,4646.zip
642495_20221211_20231209_221128_B_0,4647.zip
100394_20221211_20231209_221209_B_0,4648.zip
871751_20221211_20231209_221125_B_0,4649.zip
700932_20221211_20231209_221125_B_0,465.zip
000456_20181017_20230719_200807_B_0,4650.zip
325010_20220101_20221231_211210_B_0,4651.zip
655015_20220707_20251231_220701_B_0,4652.zip
100100_20230103_20230903_221223_B_0,4653.zip
605004_20221211_20231209_221109_B_0,4654.zip
951122_20221211_20231209_221125_B_0,4655.zip
100225_20230103_20230903_221223_B_1,4656.zip
445039_20211201_20231231_211122_B_0,4657.zip
595007_20211226_20221230_211208_B_0,4658.zip
421312_20220701_20221231_220701_B_2,4659.zip
000133_20220530_20261226_220525_B_0,466.zip
725750_20221211_20231209_221130_B_0,4660.zip
570673_20221211_20231209_221130_B_2,4661.zip
862788_20221211_20231209_221116_B_0,4662.zip
611156_20221211_20231209_221116_B_0,4663.zip
932271_20221211_20231209_221125_B_0,4664.zip
883639_20221211_20231209_221128_B_0,4665.zip
773160_20221211_20231209_221123_B_0,4666.zip
001435_20211212_20240329_211124_B_0,4667.zip
655010_20230101_20251231_221221_B_0,4668.zip
825070_20221223_20230102_221223_B_0,4669.zip
000029_20220810_20250720_220810_B_0,467.zip
592457_20221211_20231209_221202_B_0,4670.zip
500281_20221211_20231209_221128_B_0,4671.zip
525351_20230101_20231209_221221_B_2,4672.zip
450456_20221211_20231209_221130_B_0,4673.zip
691413_20221211_20231209_221123_B_0,4674.zip
000141_20210208_20231117_210129_B_0,4675.zip
100160_20221128_20230903_221125_B_1,4676.zip
845008_20230101_20231231_221219_B_0,4677.zip
728271_20221211_20231209_221205_B_0,4678.zip
000190_20210502_20241215_210428_B_0,4679.zip
421702_20230101_20231231_221216_B_2,468.zip
000083_20220601_20250319_220525_B_0,4680.zip
450441_20221211_20231209_221130_B_0,4681.zip
882621_20221211_20231209_221128_B_0,4682.zip
760460_20221211_20231209_221202_B_0,4683.zip
481560_20220101_20221231_211217_B_0,4684.zip
903238_20221211_20231209_221128_B_0,4685.zip
727655_20221211_20231209_221202_B_0,4686.zip
481810_20230101_20231231_221214_B_0,4687.zip
421102_20230101_20231231_221219_B_0,4688.zip
665015_20221211_20221231_221130_B_0,4689.zip
620770_20221211_20231209_221123_B_0,469.zip
891400_20221211_20231209_221123_B_0,4690.zip
100115_20220901_20230903_220902_B_0,4691.zip
100108_20230103_20230903_221223_B_1,4692.zip
655099_20210901_20251231_210820_B_0,4693.zip
840132_20221211_20231209_221130_B_0,4694.zip
400639_20221211_20231209_221130_B_0,4695.zip
325006_20220101_20221231_211210_B_1,4696.zip
650607_20221211_20231209_221125_B_0,4697.zip
000210_20201205_20251016_201202_B_0,4698.zip
490737_20221211_20231209_221130_B_0,4699.zip
727504_20221211_20231209_221128_B_0,47.zip
450433_20221211_20231209_221130_B_0,470.zip
365002_20221211_20231209_221121_B_0,4700.zip
350949_20221211_20231209_221130_B_0,4701.zip
680811_20221211_20231209_221125_B_0,4702.zip
728817_20221211_20231209_221130_B_0,4703.zip
721390_20160731_20301231_200807_B_0,4704.zip
325022_20230101_20231231_221214_B_0,4705.zip
340364_20221211_20231209_221207_B_0,4706.zip
001452_20191007_20231208_200807_B_0,4707.zip
350360_20221211_20231209_221123_B_0,4708.zip
545027_20220901_20230630_220824_B_2,4709.zip
100247_20221216_20230903_221216_B_0,471.zip
611607_20221211_20231209_221116_B_0,4710.zip
260713_20221211_20231209_221128_B_0,4711.zip
425007_20190101_20241231_200807_B_0,4712.zip
000063_20220110_20230817_220112_B_0,4713.zip
000513_20200629_20230401_200807_B_0,4714.zip
100133_20230103_20230903_221223_B_0,4715.zip
000268_20201030_20250930_201030_B_0,4716.zip
100332_20221216_20231209_221214_B_0,4717.zip
883664_20221211_20231209_221128_B_0,4718.zip
421328_20220101_20221231_211215_B_2,4719.zip
100130_20221031_20230903_221026_B_1,472.zip
001001_20220401_20260701_220302_B_0,4720.zip
728231_20221211_20231209_221202_B_0,4721.zip
535107_20221219_20230131_221219_B_0,4722.zip
765041_20220101_20221231_211229_B_0,4723.zip
823410_20221211_20231209_221123_B_0,4724.zip
000265_20190131_20230809_200807_B_0,4725.zip
620711_20221211_20231209_221123_B_0,4726.zip
592471_20221211_20231209_221202_B_0,4727.zip
445039_20220411_20231231_220404_B_0,4728.zip
370656_20221211_20231209_221205_B_0,4729.zip
261467_20230103_20231209_221216_B_0,473.zip
270598_20230101_20231209_221221_B_1,4730.zip
